VOB,Task Name,Job Name,Job Element,Job Value
az-ccvob2,Log Scrubber,Weekly Log Scrubbing,Job.Args,
az-ccvob2,Log Scrubber,Weekly Log Scrubbing,Job.Created,2006-09-22T00:13:01+05:30 by ONEMISYS\clearcase_albd@AZ-CCVOB2
az-ccvob2,Log Scrubber,Weekly Log Scrubbing,Job.DeleteWhenCompleted,FALSE
az-ccvob2,Log Scrubber,Weekly Log Scrubbing,Job.Description,Scrub the ClearCase Logs.<CR>
az-ccvob2,Log Scrubber,Weekly Log Scrubbing,Job.Id,7
az-ccvob2,Log Scrubber,Weekly Log Scrubbing,Job.LastCompletionInfo.Ended,2008-11-09T13:00:02+05:30
az-ccvob2,Log Scrubber,Weekly Log Scrubbing,Job.LastCompletionInfo.ExitStatus,0x0
az-ccvob2,Log Scrubber,Weekly Log Scrubbing,Job.LastCompletionInfo.Messages,Error: Could not unlink 20060921.log: Permission denied<CR>Error: Could not unlink 20061027.log: Permission denied<CR>Error: Could not unlink 20061106.log: Permission denied<CR>Error: Could not unlink 20061127.log: Permission denied<CR>Error: Could not unlink 20061128.log: Permission denied<CR>Error: Could not unlink 20061129.log: Permission denied<CR>Error: Could not unlink 20061130.log: Permission denied<CR>Error: Could not unlink 20061201.log: Permission denied<CR>Error: Could not unlink 20061204.log: Permission denied<CR>Error: <CR>
az-ccvob2,Log Scrubber,Weekly Log Scrubbing,Job.LastCompletionInfo.ProcessId,4440
az-ccvob2,Log Scrubber,Weekly Log Scrubbing,Job.LastCompletionInfo.Started,2008-11-09T13:00:00+05:30
az-ccvob2,Log Scrubber,Weekly Log Scrubbing,Job.LastModified,2006-09-22T00:13:01+05:30 by ONEMISYS\clearcase_albd@AZ-CCVOB2
az-ccvob2,Log Scrubber,Weekly Log Scrubbing,Job.NextRunTime,2008-11-16T13:00:00+05:30
az-ccvob2,Log Scrubber,Weekly Log Scrubbing,Job.Predefined,TRUE
az-ccvob2,Log Scrubber,Weekly Log Scrubbing,Job.Schedule.FirstStartTime,0:30:00
az-ccvob2,Log Scrubber,Weekly Log Scrubbing,Job.Schedule.StartDate,9/21/2006
az-ccvob2,Log Scrubber,Weekly Log Scrubbing,Job.Schedule.Weekly.Days,Sun
az-ccvob2,Log Scrubber,Weekly Log Scrubbing,Job.Schedule.Weekly.Frequency,1
az-ccvob2,Log Scrubber,Weekly Log Scrubbing,Job.Task,7
az-ccvob2,Registry Backup,Daily Registry Backup,# Job.Schedule.Sequential.FollowsJob,Daily VOB Snapshots
az-ccvob2,Registry Backup,Daily Registry Backup,Job.Args,
az-ccvob2,Registry Backup,Daily Registry Backup,Job.Created,2008-01-10T08:56:02+05:30 by SUNQUESTINFO\VOB_Admin@AZ-CCVOB2
az-ccvob2,Registry Backup,Daily Registry Backup,Job.DeleteWhenCompleted,FALSE
az-ccvob2,Registry Backup,Daily Registry Backup,Job.Id,25
az-ccvob2,Registry Backup,Daily Registry Backup,Job.LastCompletionInfo.Ended,2008-11-09T17:06:10+05:30
az-ccvob2,Registry Backup,Daily Registry Backup,Job.LastCompletionInfo.ExitStatus,0x0
az-ccvob2,Registry Backup,Daily Registry Backup,Job.LastCompletionInfo.ProcessId,14692
az-ccvob2,Registry Backup,Daily Registry Backup,Job.LastCompletionInfo.Started,2008-11-09T17:06:10+05:30
az-ccvob2,Registry Backup,Daily Registry Backup,Job.LastModified,2008-01-10T09:00:31+05:30 by SUNQUESTINFO\VOB_Admin@AZ-CCVOB2
az-ccvob2,Registry Backup,Daily Registry Backup,Job.Schedule.Sequential.FollowsJob,26
az-ccvob2,Registry Backup,Daily Registry Backup,Job.Task,6
az-ccvob2,VOB DB Scrubber,Weekly VOB Database Scrubbing,# Job.Schedule.Sequential.FollowsJob,Weekly Log Scrubbing
az-ccvob2,VOB DB Scrubber,Weekly VOB Database Scrubbing,Job.Args,
az-ccvob2,VOB DB Scrubber,Weekly VOB Database Scrubbing,Job.Created,2006-09-22T00:13:01+05:30 by ONEMISYS\clearcase_albd@AZ-CCVOB2
az-ccvob2,VOB DB Scrubber,Weekly VOB Database Scrubbing,Job.DeleteWhenCompleted,FALSE
az-ccvob2,VOB DB Scrubber,Weekly VOB Database Scrubbing,Job.Description,Scrub the VOB database of all local VOBs.<CR>
az-ccvob2,VOB DB Scrubber,Weekly VOB Database Scrubbing,Job.Id,8
az-ccvob2,VOB DB Scrubber,Weekly VOB Database Scrubbing,Job.LastCompletionInfo.Ended,2008-11-09T14:22:06+05:30
az-ccvob2,VOB DB Scrubber,Weekly VOB Database Scrubbing,Job.LastCompletionInfo.ExitStatus,0x0
az-ccvob2,VOB DB Scrubber,Weekly VOB Database Scrubbing,Job.LastCompletionInfo.ProcessId,14256
az-ccvob2,VOB DB Scrubber,Weekly VOB Database Scrubbing,Job.LastCompletionInfo.Started,2008-11-09T13:00:02+05:30
az-ccvob2,VOB DB Scrubber,Weekly VOB Database Scrubbing,Job.LastModified,2006-09-22T00:13:01+05:30 by ONEMISYS\clearcase_albd@AZ-CCVOB2
az-ccvob2,VOB DB Scrubber,Weekly VOB Database Scrubbing,Job.Predefined,TRUE
az-ccvob2,VOB DB Scrubber,Weekly VOB Database Scrubbing,Job.Schedule.Sequential.FollowsJob,7
az-ccvob2,VOB DB Scrubber,Weekly VOB Database Scrubbing,Job.Task,4
az-ccvob2,VOB DO Space,Weekly VOB DO Space,# Job.Schedule.Sequential.FollowsJob,Weekly Local Tasks
az-ccvob2,VOB DO Space,Weekly VOB DO Space,Job.Args,
az-ccvob2,VOB DO Space,Weekly VOB DO Space,Job.Created,2006-09-22T00:13:01+05:30 by ONEMISYS\clearcase_albd@AZ-CCVOB2
az-ccvob2,VOB DO Space,Weekly VOB DO Space,Job.DeleteWhenCompleted,FALSE
az-ccvob2,VOB DO Space,Weekly VOB DO Space,Job.Description,Determine the DO space consumed by all local VOBs.<CR>
az-ccvob2,VOB DO Space,Weekly VOB DO Space,Job.Id,10
az-ccvob2,VOB DO Space,Weekly VOB DO Space,Job.LastCompletionInfo.Ended,2008-11-09T14:22:28+05:30
az-ccvob2,VOB DO Space,Weekly VOB DO Space,Job.LastCompletionInfo.ExitStatus,0x0
az-ccvob2,VOB DO Space,Weekly VOB DO Space,Job.LastCompletionInfo.Messages,"vobsvr_contact call failed: RPC: Unable to receive; errno = [WINSOCK] Connection reset by peer<CR>cleartool: Error: Unable to open file ""D:\VOB_Storage_2\QC_REGRESSION.vbs"": No such file or directory.<CR>cleartool: Error: Problem starting vob_server for vob az-ccvob2:D:\VOB_Storage_2\QC_REGRESSION.vbs<CR>cleartool: Error: See albd or vob error logs on host az-ccvob2<CR>vobsvr_contact call failed: RPC: Unable to receive; errno = [WINSOCK] Connection reset by peer<CR>cleartool: Error: Unable to open file ""D:\VOB_Storage_2\<CR>"
az-ccvob2,VOB DO Space,Weekly VOB DO Space,Job.LastCompletionInfo.ProcessId,14172
az-ccvob2,VOB DO Space,Weekly VOB DO Space,Job.LastCompletionInfo.Started,2008-11-09T14:22:06+05:30
az-ccvob2,VOB DO Space,Weekly VOB DO Space,Job.LastModified,2006-09-22T00:13:01+05:30 by ONEMISYS\clearcase_albd@AZ-CCVOB2
az-ccvob2,VOB DO Space,Weekly VOB DO Space,Job.Predefined,TRUE
az-ccvob2,VOB DO Space,Weekly VOB DO Space,Job.Schedule.Sequential.FollowsJob,9
az-ccvob2,VOB DO Space,Weekly VOB DO Space,Job.Task,12
az-ccvob2,MultiSite Sync Export,MultiSite Sync Export,Job.Args,-quiet 1 -all
az-ccvob2,MultiSite Sync Export,MultiSite Sync Export,Job.Created,2007-12-14T09:37:11+05:30 by SUNQUESTINFO\VOB_Admin@AZ-CCVOB2
az-ccvob2,MultiSite Sync Export,MultiSite Sync Export,Job.DeleteWhenCompleted,FALSE
az-ccvob2,MultiSite Sync Export,MultiSite Sync Export,Job.Id,18
az-ccvob2,MultiSite Sync Export,MultiSite Sync Export,Job.LastCompletionInfo.Ended,2008-11-10T11:38:35+05:30
az-ccvob2,MultiSite Sync Export,MultiSite Sync Export,Job.LastCompletionInfo.ExitStatus,0x0
az-ccvob2,MultiSite Sync Export,MultiSite Sync Export,Job.LastCompletionInfo.ProcessId,5520
az-ccvob2,MultiSite Sync Export,MultiSite Sync Export,Job.LastCompletionInfo.Started,2008-11-10T11:36:48+05:30
az-ccvob2,MultiSite Sync Export,MultiSite Sync Export,Job.LastModified,2008-01-20T04:14:51+05:30 by SUNQUESTINFO\vob_admin@AZ-CCVOB2
az-ccvob2,MultiSite Sync Export,MultiSite Sync Export,Job.NextRunTime,2008-11-11T09:36:48+05:30
az-ccvob2,MultiSite Sync Export,MultiSite Sync Export,Job.Schedule.Daily.Frequency,1
az-ccvob2,MultiSite Sync Export,MultiSite Sync Export,Job.Schedule.FirstStartTime,21:06:48
az-ccvob2,MultiSite Sync Export,MultiSite Sync Export,Job.Schedule.LastStartTime,23:59:59
az-ccvob2,MultiSite Sync Export,MultiSite Sync Export,Job.Schedule.StartDate,12/13/2007
az-ccvob2,MultiSite Sync Export,MultiSite Sync Export,Job.Schedule.StartTimeRestartFrequency,1:00:00
az-ccvob2,MultiSite Sync Export,MultiSite Sync Export,Job.Task,13
az-ccvob2,MultiSite Sync Export,Daily MultiSite Export,Job.Args,-quiet 1 -all
az-ccvob2,MultiSite Sync Export,Daily MultiSite Export,Job.Created,2006-09-22T00:13:01+05:30 by ONEMISYS\clearcase_albd@AZ-CCVOB2
az-ccvob2,MultiSite Sync Export,Daily MultiSite Export,Job.DeleteWhenCompleted,FALSE
az-ccvob2,MultiSite Sync Export,Daily MultiSite Export,Job.Description,"For each replicated VOB on this host, create an update packet for that replica's siblings<CR>"
az-ccvob2,MultiSite Sync Export,Daily MultiSite Export,Job.Id,11
az-ccvob2,MultiSite Sync Export,Daily MultiSite Export,Job.LastCompletionInfo.Ended,2008-11-07T10:44:54+05:30
az-ccvob2,MultiSite Sync Export,Daily MultiSite Export,Job.LastCompletionInfo.ExitStatus,0x2
az-ccvob2,MultiSite Sync Export,Daily MultiSite Export,Job.LastCompletionInfo.Messages,"<CR><CR><CR>ERROR: 2 error(s) encountered during export processing.<CR>2 packet(s) may not have been sent successfully. See log at:<CR>""C:\Program Files\Rational\ClearCase\var\log\send-081107-044201Z-12188_log"".<CR><CR><CR>"
az-ccvob2,MultiSite Sync Export,Daily MultiSite Export,Job.LastCompletionInfo.ProcessId,14228
az-ccvob2,MultiSite Sync Export,Daily MultiSite Export,Job.LastCompletionInfo.Started,2008-11-07T10:12:00+05:30
az-ccvob2,MultiSite Sync Export,Daily MultiSite Export,Job.LastModified,2007-12-14T09:42:31+05:30 by SUNQUESTINFO\VOB_Admin@AZ-CCVOB2
az-ccvob2,MultiSite Sync Export,Daily MultiSite Export,Job.NextRunTime,<schedule completed>
az-ccvob2,MultiSite Sync Export,Daily MultiSite Export,Job.NotifyInfo.OnEvents,"JobEndOKWithMsgs,JobEndFail"
az-ccvob2,MultiSite Sync Export,Daily MultiSite Export,Job.NotifyInfo.Recipients,ms_admin
az-ccvob2,MultiSite Sync Export,Daily MultiSite Export,Job.NotifyInfo.Using,email
az-ccvob2,MultiSite Sync Export,Daily MultiSite Export,Job.Schedule.Daily.Frequency,1
az-ccvob2,MultiSite Sync Export,Daily MultiSite Export,Job.Schedule.FirstStartTime,21:12:31
az-ccvob2,MultiSite Sync Export,Daily MultiSite Export,Job.Schedule.LastDate,12/8/1994
az-ccvob2,MultiSite Sync Export,Daily MultiSite Export,Job.Schedule.StartDate,12/8/1994
az-ccvob2,MultiSite Sync Export,Daily MultiSite Export,Job.Task,13
az-ccvob2,MultiSite Sync Export,MultiSite Shipping Poll,Job.Args,-quiet 1 -poll
az-ccvob2,MultiSite Sync Export,MultiSite Shipping Poll,Job.Created,2007-12-14T09:38:53+05:30 by SUNQUESTINFO\VOB_Admin@AZ-CCVOB2
az-ccvob2,MultiSite Sync Export,MultiSite Shipping Poll,Job.DeleteWhenCompleted,FALSE
az-ccvob2,MultiSite Sync Export,MultiSite Shipping Poll,Job.Id,20
az-ccvob2,MultiSite Sync Export,MultiSite Shipping Poll,Job.LastCompletionInfo.Ended,2008-11-10T11:38:33+05:30
az-ccvob2,MultiSite Sync Export,MultiSite Shipping Poll,Job.LastCompletionInfo.ExitStatus,0x0
az-ccvob2,MultiSite Sync Export,MultiSite Shipping Poll,Job.LastCompletionInfo.ProcessId,12720
az-ccvob2,MultiSite Sync Export,MultiSite Shipping Poll,Job.LastCompletionInfo.Started,2008-11-10T11:38:33+05:30
az-ccvob2,MultiSite Sync Export,MultiSite Shipping Poll,Job.LastModified,2008-01-20T04:15:12+05:30 by SUNQUESTINFO\vob_admin@AZ-CCVOB2
az-ccvob2,MultiSite Sync Export,MultiSite Shipping Poll,Job.NextRunTime,2008-11-11T09:38:33+05:30
az-ccvob2,MultiSite Sync Export,MultiSite Shipping Poll,Job.Schedule.Daily.Frequency,1
az-ccvob2,MultiSite Sync Export,MultiSite Shipping Poll,Job.Schedule.FirstStartTime,21:08:33
az-ccvob2,MultiSite Sync Export,MultiSite Shipping Poll,Job.Schedule.LastStartTime,23:59:59
az-ccvob2,MultiSite Sync Export,MultiSite Shipping Poll,Job.Schedule.StartDate,12/13/2007
az-ccvob2,MultiSite Sync Export,MultiSite Shipping Poll,Job.Schedule.StartTimeRestartFrequency,1:00:00
az-ccvob2,MultiSite Sync Export,MultiSite Shipping Poll,Job.Task,13
az-ccvob2,MultiSite Sync Export,Daily MultiSite Shipping Poll,Job.Args,-quiet 1 -poll
az-ccvob2,MultiSite Sync Export,Daily MultiSite Shipping Poll,Job.Created,2006-09-22T00:13:01+05:30 by ONEMISYS\clearcase_albd@AZ-CCVOB2
az-ccvob2,MultiSite Sync Export,Daily MultiSite Shipping Poll,Job.DeleteWhenCompleted,FALSE
az-ccvob2,MultiSite Sync Export,Daily MultiSite Shipping Poll,Job.Description,"Every three hours, send all pending shipping orders to their next host.<CR>"
az-ccvob2,MultiSite Sync Export,Daily MultiSite Shipping Poll,Job.Id,12
az-ccvob2,MultiSite Sync Export,Daily MultiSite Shipping Poll,Job.LastCompletionInfo.Ended,2008-07-15T09:54:18+05:30
az-ccvob2,MultiSite Sync Export,Daily MultiSite Shipping Poll,Job.LastCompletionInfo.ExitStatus,0x0
az-ccvob2,MultiSite Sync Export,Daily MultiSite Shipping Poll,Job.LastCompletionInfo.ProcessId,19632
az-ccvob2,MultiSite Sync Export,Daily MultiSite Shipping Poll,Job.LastCompletionInfo.Started,2008-07-15T09:54:18+05:30
az-ccvob2,MultiSite Sync Export,Daily MultiSite Shipping Poll,Job.LastModified,2007-12-14T09:42:42+05:30 by SUNQUESTINFO\VOB_Admin@AZ-CCVOB2
az-ccvob2,MultiSite Sync Export,Daily MultiSite Shipping Poll,Job.NextRunTime,<schedule completed>
az-ccvob2,MultiSite Sync Export,Daily MultiSite Shipping Poll,Job.NotifyInfo.OnEvents,"JobEndOKWithMsgs,JobEndFail"
az-ccvob2,MultiSite Sync Export,Daily MultiSite Shipping Poll,Job.NotifyInfo.Recipients,ms_admin
az-ccvob2,MultiSite Sync Export,Daily MultiSite Shipping Poll,Job.NotifyInfo.Using,email
az-ccvob2,MultiSite Sync Export,Daily MultiSite Shipping Poll,Job.Schedule.Daily.Frequency,1
az-ccvob2,MultiSite Sync Export,Daily MultiSite Shipping Poll,Job.Schedule.FirstStartTime,21:12:42
az-ccvob2,MultiSite Sync Export,Daily MultiSite Shipping Poll,Job.Schedule.LastDate,7/8/1994
az-ccvob2,MultiSite Sync Export,Daily MultiSite Shipping Poll,Job.Schedule.StartDate,7/8/1994
az-ccvob2,MultiSite Sync Export,Daily MultiSite Shipping Poll,Job.Task,13
az-ccvob2,CC MultiSite Generate Family Health,CC MultiSite Generate Family Health,Job.Args,<vob tag>
az-ccvob2,CC MultiSite Generate Family Health,CC MultiSite Generate Family Health,Job.Created,2007-12-14T09:42:02+05:30 by SUNQUESTINFO\VOB_Admin@AZ-CCVOB2
az-ccvob2,CC MultiSite Generate Family Health,CC MultiSite Generate Family Health,Job.DeleteWhenCompleted,FALSE
az-ccvob2,CC MultiSite Generate Family Health,CC MultiSite Generate Family Health,Job.Id,24
az-ccvob2,CC MultiSite Generate Family Health,CC MultiSite Generate Family Health,Job.LastCompletionInfo.Ended,2008-11-10T09:41:48+05:30
az-ccvob2,CC MultiSite Generate Family Health,CC MultiSite Generate Family Health,Job.LastCompletionInfo.ExitStatus,0x1
az-ccvob2,CC MultiSite Generate Family Health,CC MultiSite Generate Family Health,Job.LastCompletionInfo.Messages,The syntax of the command is incorrect.<CR>
az-ccvob2,CC MultiSite Generate Family Health,CC MultiSite Generate Family Health,Job.LastCompletionInfo.ProcessId,4584
az-ccvob2,CC MultiSite Generate Family Health,CC MultiSite Generate Family Health,Job.LastCompletionInfo.Started,2008-11-10T09:41:48+05:30
az-ccvob2,CC MultiSite Generate Family Health,CC MultiSite Generate Family Health,Job.LastModified,2007-12-14T09:42:02+05:30 by SUNQUESTINFO\VOB_Admin@AZ-CCVOB2
az-ccvob2,CC MultiSite Generate Family Health,CC MultiSite Generate Family Health,Job.NextRunTime,2008-11-11T09:41:48+05:30
az-ccvob2,CC MultiSite Generate Family Health,CC MultiSite Generate Family Health,Job.Schedule.Daily.Frequency,1
az-ccvob2,CC MultiSite Generate Family Health,CC MultiSite Generate Family Health,Job.Schedule.FirstStartTime,21:11:48
az-ccvob2,CC MultiSite Generate Family Health,CC MultiSite Generate Family Health,Job.Schedule.StartDate,12/13/2007
az-ccvob2,CC MultiSite Generate Family Health,CC MultiSite Generate Family Health,Job.Task,16
az-ccvob2,CC MultiSite Generate Family Health,Daily CC MultiSite Family Health Generation,Job.Args,<vob tag>
az-ccvob2,CC MultiSite Generate Family Health,Daily CC MultiSite Family Health Generation,Job.Created,2006-09-22T00:13:01+05:30 by ONEMISYS\clearcase_albd@AZ-CCVOB2
az-ccvob2,CC MultiSite Generate Family Health,Daily CC MultiSite Family Health Generation,Job.DeleteWhenCompleted,FALSE
az-ccvob2,CC MultiSite Generate Family Health,Daily CC MultiSite Family Health Generation,Job.Description,Generate family health for a single ClearCase family<CR>
az-ccvob2,CC MultiSite Generate Family Health,Daily CC MultiSite Family Health Generation,Job.Id,14
az-ccvob2,CC MultiSite Generate Family Health,Daily CC MultiSite Family Health Generation,Job.LastCompletionInfo.Ended,2007-12-13T13:30:00+05:30
az-ccvob2,CC MultiSite Generate Family Health,Daily CC MultiSite Family Health Generation,Job.LastCompletionInfo.ExitStatus,0x1
az-ccvob2,CC MultiSite Generate Family Health,Daily CC MultiSite Family Health Generation,Job.LastCompletionInfo.Messages,The syntax of the command is incorrect.<CR>
az-ccvob2,CC MultiSite Generate Family Health,Daily CC MultiSite Family Health Generation,Job.LastCompletionInfo.ProcessId,8084
az-ccvob2,CC MultiSite Generate Family Health,Daily CC MultiSite Family Health Generation,Job.LastCompletionInfo.Started,2007-12-13T13:30:00+05:30
az-ccvob2,CC MultiSite Generate Family Health,Daily CC MultiSite Family Health Generation,Job.LastModified,2007-12-14T09:43:08+05:30 by SUNQUESTINFO\VOB_Admin@AZ-CCVOB2
az-ccvob2,CC MultiSite Generate Family Health,Daily CC MultiSite Family Health Generation,Job.NextRunTime,<schedule completed>
az-ccvob2,CC MultiSite Generate Family Health,Daily CC MultiSite Family Health Generation,Job.NotifyInfo.OnEvents,"JobEndOKWithMsgs,JobEndFail"
az-ccvob2,CC MultiSite Generate Family Health,Daily CC MultiSite Family Health Generation,Job.NotifyInfo.Recipients,ms_admin
az-ccvob2,CC MultiSite Generate Family Health,Daily CC MultiSite Family Health Generation,Job.NotifyInfo.Using,email
az-ccvob2,CC MultiSite Generate Family Health,Daily CC MultiSite Family Health Generation,Job.Schedule.Daily.Frequency,1
az-ccvob2,CC MultiSite Generate Family Health,Daily CC MultiSite Family Health Generation,Job.Schedule.FirstStartTime,21:13:08
az-ccvob2,CC MultiSite Generate Family Health,Daily CC MultiSite Family Health Generation,Job.Schedule.LastDate,7/3/1994
az-ccvob2,CC MultiSite Generate Family Health,Daily CC MultiSite Family Health Generation,Job.Schedule.StartDate,7/3/1994
az-ccvob2,CC MultiSite Generate Family Health,Daily CC MultiSite Family Health Generation,Job.Task,16
az-ccvob2,VOB Snapshot,Daily VOB Snapshots,# Job.Schedule.Sequential.FollowsJob,Daily VOB Pool Scrubbing
az-ccvob2,VOB Snapshot,Daily VOB Snapshots,Job.Args,
az-ccvob2,VOB Snapshot,Daily VOB Snapshots,Job.Created,2008-01-10T08:57:40+05:30 by SUNQUESTINFO\VOB_Admin@AZ-CCVOB2
az-ccvob2,VOB Snapshot,Daily VOB Snapshots,Job.DeleteWhenCompleted,FALSE
az-ccvob2,VOB Snapshot,Daily VOB Snapshots,Job.Id,26
az-ccvob2,VOB Snapshot,Daily VOB Snapshots,Job.LastCompletionInfo.Ended,2008-11-09T17:06:10+05:30
az-ccvob2,VOB Snapshot,Daily VOB Snapshots,Job.LastCompletionInfo.ExitStatus,0x0
az-ccvob2,VOB Snapshot,Daily VOB Snapshots,Job.LastCompletionInfo.ProcessId,14564
az-ccvob2,VOB Snapshot,Daily VOB Snapshots,Job.LastCompletionInfo.Started,2008-11-09T17:04:48+05:30
az-ccvob2,VOB Snapshot,Daily VOB Snapshots,Job.LastModified,2008-01-10T08:59:58+05:30 by SUNQUESTINFO\VOB_Admin@AZ-CCVOB2
az-ccvob2,VOB Snapshot,Daily VOB Snapshots,Job.Schedule.Sequential.FollowsJob,1
az-ccvob2,VOB Snapshot,Daily VOB Snapshots,Job.Task,5
az-ccvob2,View Space,Daily View Space,# Job.Schedule.Sequential.FollowsJob,Daily Local Tasks
az-ccvob2,View Space,Daily View Space,Job.Args,
az-ccvob2,View Space,Daily View Space,Job.Created,2006-09-22T00:13:01+05:30 by ONEMISYS\clearcase_albd@AZ-CCVOB2
az-ccvob2,View Space,Daily View Space,Job.DeleteWhenCompleted,FALSE
az-ccvob2,View Space,Daily View Space,Job.Description,Determine the space consumed by all local views.<CR>
az-ccvob2,View Space,Daily View Space,Job.Id,5
az-ccvob2,View Space,Daily View Space,Job.LastCompletionInfo.Ended,2008-11-09T17:07:20+05:30
az-ccvob2,View Space,Daily View Space,Job.LastCompletionInfo.ExitStatus,0x0
az-ccvob2,View Space,Daily View Space,Job.LastCompletionInfo.ProcessId,16844
az-ccvob2,View Space,Daily View Space,Job.LastCompletionInfo.Started,2008-11-09T17:04:48+05:30
az-ccvob2,View Space,Daily View Space,Job.LastModified,2006-09-22T00:13:01+05:30 by ONEMISYS\clearcase_albd@AZ-CCVOB2
az-ccvob2,View Space,Daily View Space,Job.Predefined,TRUE
az-ccvob2,View Space,Daily View Space,Job.Schedule.Sequential.FollowsJob,4
az-ccvob2,View Space,Daily View Space,Job.Task,11
az-ccvob2,MultiSite Sync Receive,MultiSite Sync Receive,Job.Args,-quiet 1
az-ccvob2,MultiSite Sync Receive,MultiSite Sync Receive,Job.Created,2007-12-14T09:39:29+05:30 by SUNQUESTINFO\VOB_Admin@AZ-CCVOB2
az-ccvob2,MultiSite Sync Receive,MultiSite Sync Receive,Job.DeleteWhenCompleted,FALSE
az-ccvob2,MultiSite Sync Receive,MultiSite Sync Receive,Job.Id,21
az-ccvob2,MultiSite Sync Receive,MultiSite Sync Receive,Job.LastCompletionInfo.Ended,2008-11-10T11:39:15+05:30
az-ccvob2,MultiSite Sync Receive,MultiSite Sync Receive,Job.LastCompletionInfo.ExitStatus,0x0
az-ccvob2,MultiSite Sync Receive,MultiSite Sync Receive,Job.LastCompletionInfo.ProcessId,12964
az-ccvob2,MultiSite Sync Receive,MultiSite Sync Receive,Job.LastCompletionInfo.Started,2008-11-10T11:39:15+05:30
az-ccvob2,MultiSite Sync Receive,MultiSite Sync Receive,Job.LastModified,2008-01-20T04:15:24+05:30 by SUNQUESTINFO\vob_admin@AZ-CCVOB2
az-ccvob2,MultiSite Sync Receive,MultiSite Sync Receive,Job.NextRunTime,2008-11-11T09:39:15+05:30
az-ccvob2,MultiSite Sync Receive,MultiSite Sync Receive,Job.Schedule.Daily.Frequency,1
az-ccvob2,MultiSite Sync Receive,MultiSite Sync Receive,Job.Schedule.FirstStartTime,21:09:15
az-ccvob2,MultiSite Sync Receive,MultiSite Sync Receive,Job.Schedule.LastStartTime,23:59:59
az-ccvob2,MultiSite Sync Receive,MultiSite Sync Receive,Job.Schedule.StartDate,12/13/2007
az-ccvob2,MultiSite Sync Receive,MultiSite Sync Receive,Job.Schedule.StartTimeRestartFrequency,1:00:00
az-ccvob2,MultiSite Sync Receive,MultiSite Sync Receive,Job.Task,14
az-ccvob2,MultiSite Sync Receive,Daily MultiSite Receive,Job.Args,-quiet 1
az-ccvob2,MultiSite Sync Receive,Daily MultiSite Receive,Job.Created,2006-09-22T00:13:01+05:30 by ONEMISYS\clearcase_albd@AZ-CCVOB2
az-ccvob2,MultiSite Sync Receive,Daily MultiSite Receive,Job.DeleteWhenCompleted,FALSE
az-ccvob2,MultiSite Sync Receive,Daily MultiSite Receive,Job.Description,Apply all pending replica update packets<CR>
az-ccvob2,MultiSite Sync Receive,Daily MultiSite Receive,Job.Id,13
az-ccvob2,MultiSite Sync Receive,Daily MultiSite Receive,Job.LastCompletionInfo.Ended,2008-11-07T10:12:04+05:30
az-ccvob2,MultiSite Sync Receive,Daily MultiSite Receive,Job.LastCompletionInfo.ExitStatus,0x0
az-ccvob2,MultiSite Sync Receive,Daily MultiSite Receive,Job.LastCompletionInfo.ProcessId,13888
az-ccvob2,MultiSite Sync Receive,Daily MultiSite Receive,Job.LastCompletionInfo.Started,2008-11-07T10:12:04+05:30
az-ccvob2,MultiSite Sync Receive,Daily MultiSite Receive,Job.LastModified,2007-12-14T09:42:54+05:30 by SUNQUESTINFO\VOB_Admin@AZ-CCVOB2
az-ccvob2,MultiSite Sync Receive,Daily MultiSite Receive,Job.NextRunTime,<schedule completed>
az-ccvob2,MultiSite Sync Receive,Daily MultiSite Receive,Job.NotifyInfo.OnEvents,"JobEndOKWithMsgs,JobEndFail"
az-ccvob2,MultiSite Sync Receive,Daily MultiSite Receive,Job.NotifyInfo.Recipients,ms_admin
az-ccvob2,MultiSite Sync Receive,Daily MultiSite Receive,Job.NotifyInfo.Using,email
az-ccvob2,MultiSite Sync Receive,Daily MultiSite Receive,Job.Schedule.Daily.Frequency,1
az-ccvob2,MultiSite Sync Receive,Daily MultiSite Receive,Job.Schedule.FirstStartTime,21:12:54
az-ccvob2,MultiSite Sync Receive,Daily MultiSite Receive,Job.Schedule.LastDate,7/8/1994
az-ccvob2,MultiSite Sync Receive,Daily MultiSite Receive,Job.Schedule.StartDate,7/8/1994
az-ccvob2,MultiSite Sync Receive,Daily MultiSite Receive,Job.Task,14
az-ccvob2,VOB Space,Daily VOB Space,# Job.Schedule.Sequential.FollowsJob,Daily View Space
az-ccvob2,VOB Space,Daily VOB Space,Job.Args,
az-ccvob2,VOB Space,Daily VOB Space,Job.Created,2006-09-22T00:13:01+05:30 by ONEMISYS\clearcase_albd@AZ-CCVOB2
az-ccvob2,VOB Space,Daily VOB Space,Job.DeleteWhenCompleted,FALSE
az-ccvob2,VOB Space,Daily VOB Space,Job.Description,Determine the space consumed by all local VOBs.<CR>
az-ccvob2,VOB Space,Daily VOB Space,Job.Id,6
az-ccvob2,VOB Space,Daily VOB Space,Job.LastCompletionInfo.Ended,2008-11-09T17:41:08+05:30
az-ccvob2,VOB Space,Daily VOB Space,Job.LastCompletionInfo.ExitStatus,0x0
